#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:uniprotOMP_muscle" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:uniprotOMP_muscle" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:uniprotOMP_muscle" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.uniprotOMP_muscle" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:uniprotOMP_muscle" name="distribution" x="@birthRate.t:uniprotOMP_muscle">
#            <Exponential id="Exponential.1" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="GammaShapePrior.s:uniprotOMP_muscle" name="distribution">
#            <parameter id="gammaShape.s:uniprotOMP_muscle" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@uniprotOMP_muscle" id="treeLikelihood.uniprotOMP_muscle" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:uniprotOMP_muscle">
#            <siteModel gammaCategoryCount="6" id="SiteModel.s:uniprotOMP_muscle" shape="@gammaShape.s:uniprotOMP_muscle" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:uniprotOMP_muscle" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:uniprotOMP_muscle" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JTT.s:uniprotOMP_muscle" spec="beast.evolution.substitutionmodel.JTT"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:uniprotOMP_muscle" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:uniprotOMP_muscle" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	gammaShape
5061000	-118570.40503257205	-118473.5044436016	-96.90058897044682	-118473.5044436016	3.8029179403307456	-92.01941203331991	1.179618184301447	3.701558752825456
5062000	-118566.85264663192	-118463.11214890434	-103.7404977275788	-118463.11214890434	3.985288165382722	-98.66785620734103	1.3710827674123003	3.701558752825456
5063000	-118564.17786434985	-118464.11842327609	-100.0594410737686	-118464.11842327609	3.80336733026811	-95.06827298364126	1.2896093373018618	3.701558752825456
5064000	-118566.21297879057	-118466.59801552817	-99.61496326239464	-118466.59801552817	3.736853728914857	-94.69177844263285	1.142798512876844	3.7803863068849335
5065000	-118569.23289525407	-118466.0137819284	-103.2191133256703	-118466.0137819284	4.2343085723145775	-98.17298343118384	1.2657435876015368	3.7803863068849335
5066000	-118565.78642290315	-118465.63375489056	-100.15266801259679	-118465.63375489056	3.89448266993499	-95.33440110410761	1.0378806016042499	3.7803863068849335
5067000	-118549.28740688381	-118448.0455385201	-101.2418683637118	-118448.0455385201	4.048350946590331	-96.22294451155817	1.2385375452687006	3.7803863068849335
5068000	-118540.62657066589	-118440.55563613771	-100.0709345281757	-118440.55563613771	3.8262909352367065	-95.09880016562916	1.1917480556616051	3.7803863068849335
5069000	-118556.94852812917	-118456.08597782283	-100.86255030633153	-118456.08597782283	3.991998912119931	-95.97762840762157	1.1691259209451397	3.7157959777648317
5070000	-118558.42316173519	-118458.25210032251	-100.17106141268383	-118458.25210032251	3.789635089243164	-95.12344154330475	1.331823891614243	3.7157959777648317
5071000	-118561.2871906332	-118461.63172953337	-99.65546109982176	-118461.63172953337	3.9461299180581215	-94.72829119800599	1.2113739240509476	3.7157959777648317
5072000	-118565.44221947166	-118461.65916569918	-103.78305377248624	-118461.65916569918	4.184983729997942	-98.72933867686123	1.3379191178601872	3.7157959777648317
5073000	-118564.7864257663	-118462.10351190908	-102.68291385722681	-118462.10351190908	3.7838558107336837	-97.91408304005775	1.1899568974542913	3.5788739197147623
5074000	-118565.6340275732	-118464.91308517767	-100.72094239552597	-118464.91308517767	3.69470278195998	-95.99231207293487	1.1497564028763405	3.5788739197147623
5075000	-118571.86218771496	-118471.3124085032	-100.5497792117472	-118471.3124085032	3.850992046793488	-95.82024026281529	1.1506650292171405	3.5788739197147623
5076000	-118567.7395466695	-118468.01004392336	-99.7295027461337	-118468.01004392336	3.8360287308647742	-94.8965910923501	1.2540377340688313	3.5788739197147623
5077000	-118551.69597937593	-118447.90134635381	-103.7946330221204	-118447.90134635381	3.955304427370053	-98.88509992618263	1.2021884592837342	3.7073446366540352
5078000	-118570.60053951053	-118463.15746987169	-107.4430696388373	-118463.15746987169	4.168895537299545	-102.38990208865349	1.3458229135297903	3.7073446366540352
5079000	-118552.77577501841	-118452.38574296568	-100.39003205272945	-118452.38574296568	3.8588934861919224	-95.43687645613984	1.2458109599355722	3.7073446366540352
5080000	-118571.70021947067	-118467.87833354154	-103.82188592913056	-118467.87833354154	3.999646825785789	-98.92608618884337	1.188455103633145	3.7073446366540352
5081000	-118564.08256972946	-118460.05066488867	-104.03190484080329	-118460.05066488867	4.086384103183094	-99.15296054226215	1.1715996618871043	3.7073446366540352
5082000	-118567.36674248922	-118468.26800232439	-99.09874016483775	-118468.26800232439	3.7186576817432466	-94.04325645875196	1.348139069431755	3.7073446366540352
5083000	-118561.8993048304	-118460.31597855399	-101.58332627641352	-118460.31597855399	3.916632874421037	-96.64210569577916	1.2338759439803189	3.7073446366540352
5084000	-118566.91412247565	-118464.32646980412	-102.58765267152644	-118464.32646980412	3.8912765032376564	-97.68128141339865	1.1663699466433892	3.7400013114844084
5085000	-118566.26465302054	-118466.37709935129	-99.88755366924691	-118466.37709935129	3.685623345911179	-95.08449075565865	1.3453401928519952	3.457722720736266
5086000	-118554.22236301925	-118452.41658484831	-101.80577817093366	-118452.41658484831	3.8125955567392076	-97.11419713771015	1.2338583124872384	3.457722720736266
5087000	-118557.44776682011	-118456.25075557383	-101.19701124628439	-118456.25075557383	3.8972792518922352	-96.5642352333175	1.1750532922306212	3.457722720736266
5088000	-118553.4077717494	-118448.62979494953	-104.77797679985291	-118448.62979494953	4.242496676091073	-100.21082617138543	1.1094279077312044	3.457722720736266
5089000	-118555.4574177711	-118453.39360682887	-102.06381094223036	-118453.39360682887	3.845262513403571	-96.92135068671536	1.380963418755618	3.7614968367593913
5090000	-118541.39307683274	-118439.14171828557	-102.25135854718204	-118439.14171828557	4.15521890080089	-97.1805714079602	1.3092903024624483	3.7614968367593913
5091000	-118546.57975221885	-118443.94052926151	-102.6392229573328	-118443.94052926151	4.195465221129042	-97.36991372595149	1.507812394621929	3.7614968367593913
5092000	-118542.9760119521	-118443.56674350261	-99.40926844948699	-118443.56674350261	4.133654429290306	-94.3042437951264	1.3435278176011938	3.7614968367593913
5093000	-118538.83842063855	-118439.01046683706	-99.82795380149233	-118439.01046683706	3.7899500835081494	-94.54557182129659	1.5208851434363457	3.7614968367593913
5094000	-118539.75396513616	-118440.46782166419	-99.28614347196773	-118440.46782166419	4.0970614285040705	-94.54511860923105	1.314358826015691	3.426666036720983
5095000	-118546.28183036557	-118445.713117796	-100.56871256957186	-118445.713117796	4.115475717119968	-96.03184622693229	1.110200305918583	3.426666036720983
5096000	-118548.3711482217	-118449.31237306885	-99.05877515284996	-118449.31237306885	4.321054601586814	-94.48476909465278	1.1473400214761968	3.426666036720983
5097000	-118538.86980007755	-118436.73527365807	-102.13452641948317	-118436.73527365807	4.065619314432193	-97.37240970696945	1.3354506757927267	3.426666036720983
5098000	-118544.17329795289	-118443.10780779936	-101.06549015353673	-118443.10780779936	4.003927265159374	-96.36690091008211	1.2719232067336308	3.426666036720983
5099000	-118554.16167959088	-118451.40427796045	-102.7574016304277	-118451.40427796045	3.930074237602803	-98.20121671504991	1.1295188786567996	3.426666036720983
5100000	-118558.70290428751	-118457.60500854239	-101.09789574511295	-118457.60500854239	3.969613197195775	-96.39464406408332	1.276585644308643	3.426666036720983
5101000	-118558.60007785213	-118454.8011311871	-103.79894666502774	-118454.8011311871	4.212599440165552	-99.05496541576686	1.1195207083839203	3.6244605408769623
5102000	-118551.17297528505	-118453.33204307943	-97.84093220562437	-118453.33204307943	3.980300239549613	-92.97608058475582	1.2403910799915778	3.6244605408769623
5103000	-118559.71099212984	-118462.68053434425	-97.03045778558707	-118462.68053434425	3.716991860087812	-91.86676766749284	1.2478185001198725	3.91587161797436
5104000	-118579.06398925364	-118479.12864536427	-99.93534388936793	-118479.12864536427	3.848532049723077	-94.9994367800481	1.0200354913454739	3.91587161797436
5105000	-118563.99453630245	-118465.54066907475	-98.45386722769904	-118465.54066907475	3.79083111711439	-93.41620580427032	1.1217898054543523	3.91587161797436
5106000	-118556.8300686303	-118452.95935003781	-103.87071859249366	-118452.95935003781	4.150472439612441	-98.71740071913685	1.237446255382445	3.91587161797436
5107000	-118557.18747129652	-118459.40019516117	-97.78727613534622	-118459.40019516117	3.8478424785692966	-92.64823141367489	1.2231731036969673	3.91587161797436
5108000	-118559.5488548286	-118457.89791557951	-101.65093924909058	-118457.89791557951	3.99600572193126	-96.55465235691203	1.180415274204191	3.91587161797436
5109000	-118565.78728014807	-118467.4383095126	-98.3489706354703	-118467.4383095126	3.9781424937980545	-93.12856467818692	1.3045343393090136	3.91587161797436
5110000	-118573.09459090633	-118473.34573595766	-99.74885494867497	-118473.34573595766	3.7944875561069797	-94.57680424080621	1.256179089894398	3.91587161797436
5111000	-118561.21404873836	-118460.07520482902	-101.13884390933562	-118460.07520482902	3.8842853996993645	-95.90246154455394	1.3205107468073214	3.91587161797436
5112000	-118550.75319129754	-118453.75407437162	-96.99911692591962	-118453.75407437162	3.825344181305762	-91.83658471906979	1.2466605888754707	3.91587161797436
5113000	-118562.57571128821	-118465.05529356757	-97.52041772065243	-118465.05529356757	3.82538905373446	-92.26521719626244	1.339328906415637	3.91587161797436
5114000	-118559.37844058912	-118460.88423314996	-98.49420743916198	-118460.88423314996	3.932505901522727	-93.26336230111225	1.314973520075372	3.91587161797436
5115000	-118557.68369864585	-118458.45665362582	-99.2270450200322	-118458.45665362582	4.0040802152432615	-94.21296530647881	1.098208095579022	3.91587161797436
5116000	-118552.82236724417	-118452.53878893568	-100.2835783084949	-118452.53878893568	3.773997708311395	-95.07725741711839	1.290449273402151	3.91587161797436
5117000	-118546.37170223112	-118445.7710474923	-100.60065473882078	-118445.7710474923	4.106151660283557	-95.46136514050714	1.2234179803392717	3.91587161797436
5118000	-118558.82918967483	-118458.86106222062	-99.96812745421076	-118458.86106222062	4.121459958325485	-94.85705933264856	1.195196503587838	3.91587161797436
5119000	-118555.23596705517	-118453.76547684328	-101.47049021188367	-118453.76547684328	4.224957231004847	-96.19497223415758	1.3596463597517285	3.91587161797436
5120000	-118553.11416661122	-118449.68874009792	-103.42542651330015	-118449.68874009792	4.123725622547668	-98.36449883465878	1.1450560606670128	3.91587161797436
5121000	-118558.47943587498	-118455.33451614431	-103.14491973066878	-118455.33451614431	3.962953264968328	-98.08598410374212	1.143064008952288	3.91587161797436
5122000	-118568.63647261617	-118466.02810575979	-102.60836685638344	-118466.02810575979	3.969529381917893	-97.52262181494653	1.1698734234625408	3.91587161797436
5123000	-118572.50239534472	-118469.23405898617	-103.26833635854688	-118469.23405898617	3.8798931531842866	-98.14526358191209	1.2072011586604205	3.91587161797436
5124000	-118554.93916280752	-118453.73085576306	-101.20830704446553	-118453.73085576306	3.8013877037690045	-96.11623591281887	1.1761995136723002	3.91587161797436
5125000	-118551.52903884221	-118453.67500144015	-97.85403740206705	-118453.67500144015	3.8271940830049944	-92.72212377194151	1.216042012151183	3.91587161797436
5126000	-118552.96855729164	-118451.58546008333	-101.38309720830577	-118451.58546008333	3.938655895592814	-96.63778776898222	1.0336990944769404	3.7116103448466116
5127000	-118552.99717685403	-118453.52119842371	-99.4759784303237	-118453.52119842371	3.856520774025303	-94.65537315121121	1.1089949342658982	3.7116103448466116
5128000	-118557.30660607819	-118458.33705717063	-98.9695489075514	-118458.33705717063	3.8658707998147577	-93.86327464791465	1.3946639147901425	3.7116103448466116
5129000	-118560.19682590246	-118453.31503671763	-106.88178918483118	-118453.31503671763	4.30508878893294	-101.95753242652171	1.212646413462858	3.7116103448466116
5130000	-118554.49841114735	-118452.36789128328	-102.1305198640641	-118452.36789128328	3.883193578922495	-97.27938495164607	1.1395245675714218	3.7116103448466116
5131000	-118551.00655170933	-118450.22704063397	-100.77951107536548	-118450.22704063397	4.197807996008557	-95.81843245708704	1.249468273431826	3.7116103448466116
5132000	-118561.53447146589	-118460.0899622041	-101.44450926178219	-118460.0899622041	4.027494913818352	-96.53533902797277	1.197559888962808	3.7116103448466116
5133000	-118554.00495032247	-118453.1219814599	-100.8829688625652	-118453.1219814599	3.9951586992440777	-95.87687524525575	1.2944832724628539	3.7116103448466116
5134000	-118542.1408256409	-118442.86226880798	-99.27855683292256	-118442.86226880798	3.809410166706525	-94.39121283360637	1.1757336544695813	3.7116103448466116
5135000	-118549.55532263451	-118452.3572191297	-97.19810350481208	-118452.3572191297	3.7948102994708077	-91.89494169886399	1.28146595083509	4.02169585511301
5136000	-118550.91976064617	-118451.76372447354	-99.1560361726227	-118451.76372447354	3.6837045753392372	-93.7092091883755	1.3579790610798814	4.088847923167322
5137000	-118558.94553848724	-118458.89218027919	-100.05335820805058	-118458.89218027919	3.9071377844871997	-94.79339058493363	1.1711196999496312	4.088847923167322
5138000	-118560.12867023701	-118460.39588240397	-99.73278783304004	-118460.39588240397	3.8120216303835237	-94.43752007166921	1.2064198382034965	4.088847923167322
5139000	-118545.23049187548	-118449.69011697613	-95.54037489935575	-118449.69011697613	3.5666522890554853	-90.2188227065218	1.1886449628222695	4.132907230011685
5140000	-118551.85609960298	-118452.56341741217	-99.29268219082314	-118452.56341741217	3.7127329807127873	-94.57652704553426	1.1268892965032042	3.5892658487856792
5141000	-118555.8232300772	-118454.81440262044	-101.00882745677445	-118454.81440262044	3.7752989364601293	-96.2786681129083	1.2150583354881554	3.515101008378001
5142000	-118550.33484216646	-118445.0392968846	-105.29554528186297	-118445.0392968846	4.109135522231621	-100.68337407666625	1.0970701968187204	3.515101008378001
5143000	-118552.40673652498	-118444.4183378201	-107.98839870488598	-118444.4183378201	4.316359362448061	-103.15481722780265	1.3184804687053295	3.515101008378001
5144000	-118558.75975579198	-118453.17382940775	-105.58592638422698	-118453.17382940775	4.326276828743753	-101.00090838130896	1.1820034062349758	3.4030145966830543
5145000	-118547.87019034046	-118440.36454842056	-107.50564191989658	-118440.36454842056	4.114506956675958	-102.90242073875044	1.200206584463088	3.4030145966830543
5146000	-118549.18831603821	-118448.92805468338	-100.26026135483848	-118448.92805468338	3.9050751751039297	-95.61061513049046	1.2466316276649676	3.4030145966830543
5147000	-118550.56575463378	-118449.56911218015	-100.99664245362031	-118449.56911218015	3.9266450890934372	-96.3166884967852	1.2769393601520582	3.4030145966830543
5148000	-118552.18611629527	-118451.78056757644	-100.40554871883268	-118451.78056757644	4.038728727143188	-95.1876751362433	1.1233175930133963	4.094555989575981
5149000	-118554.17678877	-118455.79158302216	-98.38520574783503	-118455.79158302216	3.7685940030974154	-93.6392084134452	1.1895274675476122	3.5564698668422223
5150000	-118541.73943995459	-118443.87951271844	-97.85992723615175	-118443.87951271844	4.048324698680167	-92.67436984417922	1.2398014336228211	3.9457559583497015
5151000	-118542.41586940593	-118443.79876387531	-98.61710553062488	-118443.79876387531	3.799593141585168	-93.50492783616781	1.1664217361073634	3.9457559583497015
5152000	-118541.03458153801	-118441.27853688935	-99.7560446486615	-118441.27853688935	4.009262531175614	-94.53143355570474	1.2164152399275805	4.008195853029182
5153000	-118546.05085689787	-118447.14341484569	-98.90744205217901	-118447.14341484569	3.7140906784499186	-93.66887694777499	1.2303692513748397	4.008195853029182
5154000	-118554.6631162844	-118454.06370676725	-100.5994095171474	-118454.06370676725	3.8769932271398395	-95.45379341050031	1.1374202536178977	4.008195853029182
5155000	-118553.22036711329	-118449.13151008304	-104.08885703024796	-118449.13151008304	4.048718695727483	-99.56300767641756	1.2371119021834487	3.2887374516469716
5156000	-118558.848467031	-118453.3981057884	-105.4503612426029	-118453.3981057884	3.987675208437475	-101.03440154771252	1.1272222432434162	3.2887374516469716
5157000	-118547.98473756456	-118448.94721834049	-99.03751922408168	-118448.94721834049	3.960437770628805	-94.5345583403037	1.2142234321310106	3.2887374516469716
5158000	-118556.68561106958	-118453.81341216233	-102.87219890724424	-118453.81341216233	4.303188224286034	-98.38472004064248	1.1987414149548026	3.2887374516469716
5159000	-118548.85461483718	-118447.27059159125	-101.58402324593645	-118447.27059159125	4.033451388626466	-97.00368958106603	1.2915962132234562	3.2887374516469716
5160000	-118557.34474766055	-118453.35409597929	-103.99065168126647	-118453.35409597929	4.1339388241330886	-99.22203275661494	1.3104857832332741	3.458133141418262
5161000	-118572.13754201328	-118465.50429044972	-106.63325156356373	-118465.50429044972	4.106959663384589	-102.02788368361523	1.1472347385302442	3.458133141418262
5162000	-118550.88870874132	-118448.88270740565	-102.00600133566338	-118448.88270740565	4.11246081652445	-97.38430006602995	1.1635681282151815	3.458133141418262
5163000	-118560.8621426741	-118455.33965357026	-105.5224891038387	-118455.33965357026	3.9666515732949454	-101.0464336398974	1.01792232252303	3.458133141418262
5164000	-118563.05511008874	-118459.57779863541	-103.47731145332467	-118459.57779863541	4.085298191170642	-98.79078030188582	1.2283980100206	3.458133141418262
5165000	-118560.60496115354	-118457.85910483728	-102.74585631626752	-118457.85910483728	3.833811608350857	-97.97533497452403	1.3123882003252343	3.458133141418262
5166000	-118566.17830598853	-118463.12589955758	-103.05240643095601	-118463.12589955758	4.158906084855995	-98.44650228035519	1.2041447547793218	3.401759395821503
5167000	-118572.68300710137	-118471.37842892329	-101.30457817808522	-118471.37842892329	3.932617256015288	-96.75553131327989	1.1472874689838308	3.401759395821503
5168000	-118574.68160215639	-118473.80918583095	-100.87241632543935	-118473.80918583095	3.9143114979547637	-95.99716440368718	1.053375441515547	3.8218764802366234
5169000	-118561.45703875009	-118460.06760105872	-101.38943769136736	-118460.06760105872	3.958529219829756	-96.87937204371504	1.214553918456341	3.2955117291959843
5170000	-118555.90740634472	-118452.92354171682	-102.98386462790153	-118452.92354171682	3.9411908064386796	-98.28471470022244	1.403638198483113	3.2955117291959843
5171000	-118556.2484359272	-118459.0053346905	-97.24310123669963	-118459.0053346905	3.8439140733987567	-91.63370569986077	1.3727411446041038	4.236654392234761
5172000	-118565.50619317184	-118463.79815360534	-101.7080395664921	-118463.79815360534	3.774768315978062	-96.28662588151889	1.1847592927384631	4.236654392234761
5173000	-118569.49792719934	-118468.61751417318	-100.88041302616301	-118468.61751417318	3.836113174994384	-95.44900834132415	1.1947502926041138	4.236654392234761
5174000	-118578.17508418357	-118471.92815507972	-106.2469291038616	-118471.92815507972	4.404508345924313	-101.41819772055308	1.1322333635314166	3.696498019777113
5175000	-118577.05417911557	-118466.50367021601	-110.55050889954941	-118466.50367021601	3.9853588982963557	-105.35174947752073	1.502261402251572	3.696498019777113
5176000	-118560.29549920555	-118458.59579519283	-101.6997040127122	-118458.59579519283	3.6554242008643603	-96.57918631380342	1.424019679131672	3.696498019777113
5177000	-118566.69555251085	-118463.32386297565	-103.37168953520298	-118463.32386297565	4.104276917093587	-98.42775020251665	1.2474413129092206	3.696498019777113
5178000	-118566.55785034678	-118464.27866495913	-102.27918538765826	-118464.27866495913	3.977027183860576	-97.46358551943318	1.1191018484479753	3.696498019777113
5179000	-118558.88063246584	-118457.56052316763	-101.32010929819903	-118457.56052316763	3.8865426636131613	-96.3426273154445	1.4072686033838233	3.5702133793706983
5180000	-118562.05579533575	-118459.27156991426	-102.78422542149534	-118459.27156991426	4.329633758464851	-97.94246118892163	1.2715508532030129	3.5702133793706983
5181000	-118562.43193353545	-118459.90768732957	-102.52424620587973	-118459.90768732957	3.845353924010398	-97.5371096872249	1.4169231392841322	3.5702133793706983
5182000	-118570.9141495678	-118469.74204400554	-101.17210556225491	-118469.74204400554	4.19062514640797	-96.31708402428177	1.2848081586024385	3.5702133793706983
5183000	-118558.37462087124	-118458.00151403135	-100.3731068398919	-118458.00151403135	4.054276163456112	-95.60687195362331	1.1960215068978934	3.5702133793706983
5184000	-118563.87352482395	-118463.54247168466	-100.33105313928871	-118463.54247168466	3.9030947659963453	-95.50167141096276	1.2591683489552572	3.5702133793706983
5185000	-118558.75008596027	-118460.56337373648	-98.18671222378234	-118460.56337373648	3.6710029359231973	-93.02396943686038	1.2385029648145787	3.9242398221073804
5186000	-118560.91136060405	-118458.50745295903	-102.40390764501556	-118458.50745295903	4.009302677258327	-97.29881533252822	1.1808524903799686	3.9242398221073804
5187000	-118558.57702085476	-118457.82212161372	-100.75489924104279	-118457.82212161372	3.8906185216001017	-95.6181530307878	1.2125063881476121	3.9242398221073804
5188000	-118554.87509061354	-118452.71124064	-102.16384997354196	-118452.71124064	4.279972190796052	-97.04740474568679	1.1922054057477836	3.9242398221073804
5189000	-118570.26745415821	-118467.6847669589	-102.58268719930342	-118467.6847669589	4.0314405732797916	-97.36803289887837	1.2904144783176668	3.9242398221073804
5190000	-118566.94343389056	-118460.92442134596	-106.01901254459698	-118460.92442134596	4.016812021646201	-100.9832032193229	1.1115695031666872	3.9242398221073804
5191000	-118565.01505790271	-118460.85180543418	-104.1632524685325	-118460.85180543418	4.351926318402949	-99.17218270015142	1.0668299462736934	3.9242398221073804
5192000	-118563.85448245413	-118459.12567440781	-104.72880804631774	-118459.12567440781	3.8517952781499347	-99.3332011265683	1.3949960224098603	4.000610897339581
5193000	-118549.13431867157	-118446.46818428977	-102.66613438179239	-118446.46818428977	3.9077229451635747	-97.78757446022726	1.1476456258533945	3.7309142957117256
5194000	-118564.11037973892	-118455.65558432395	-108.45479541496753	-118455.65558432395	4.265351945598978	-103.71189273365007	1.0119883856057341	3.7309142957117256
5195000	-118555.60636417472	-118457.40642527628	-98.19993889844216	-118457.40642527628	3.590771401696228	-93.48538265214087	1.0319059218044455	3.682650324496827
5196000	-118552.72996126856	-118452.13607184423	-100.5938894243274	-118452.13607184423	3.680119884743609	-95.40742844517806	1.5038106546525143	3.682650324496827
5197000	-118550.49483264948	-118444.80260633139	-105.69222631809366	-118444.80260633139	4.332626774427626	-101.01965506678947	1.0801326465345515	3.5924386047696455
5198000	-118545.871531637	-118445.93483655303	-99.9366950839778	-118445.93483655303	4.087203142714045	-95.17196025037576	1.1722962288323937	3.5924386047696455
5199000	-118541.36378792822	-118441.57495976055	-99.7888281676662	-118441.57495976055	3.788951254391304	-95.0947087417176	1.101680821178965	3.5924386047696455
5200000	-118539.80194914986	-118442.765003238	-97.03694591184684	-118442.765003238	3.8556381943995506	-92.2152150221923	1.2292922848849006	3.5924386047696455
5201000	-118545.47828787281	-118445.06450124932	-100.41378662350168	-118445.06450124932	4.078829692294773	-95.40454332465761	1.111821336192671	3.897421962651396
5202000	-118559.5750012948	-118455.68362620435	-103.89137509044217	-118455.68362620435	4.062776418209291	-98.86112572920932	1.1328273985814572	3.897421962651396
5203000	-118548.6389319588	-118448.43582614213	-100.20310581667573	-118448.43582614213	3.8812653504696812	-95.01823049971057	1.2323532413693814	3.952522075595779
5204000	-118550.14735842371	-118450.59212837083	-99.55523005287674	-118450.59212837083	3.825516439817898	-94.40990188412063	1.1928060931603242	3.952522075595779
5205000	-118568.84914867963	-118465.25445340974	-103.59469526989135	-118465.25445340974	3.967085001807947	-98.5535989672306	1.1673831117583682	3.873713190902384
5206000	-118571.77448276368	-118467.25768667454	-104.51679608914671	-118467.25768667454	3.9902667038997004	-99.32853422479607	1.3145486734482603	3.873713190902384
5207000	-118557.47959737576	-118457.29242220253	-100.18717517322386	-118457.29242220253	4.034369633407023	-95.086917794555	1.2265441877664713	3.873713190902384
5208000	-118555.54200814368	-118453.20824486502	-102.33376327865668	-118453.20824486502	4.004269794060602	-97.45865109913095	1.2474019233231466	3.627710256202574
5209000	-118551.81214564263	-118449.84256678741	-101.96957885522406	-118449.84256678741	4.133137896175714	-97.06833666431075	1.2206203487884566	3.6806218421248458
5210000	-118547.43563569273	-118444.96778295819	-102.46785273453759	-118444.96778295819	4.137088117507246	-97.40358003880266	1.3836508536100733	3.6806218421248458
5211000	-118559.99659815339	-118458.7011068672	-101.29549128618953	-118458.7011068672	4.076273608467823	-96.42220088579137	1.1926685582733145	3.6806218421248458
5212000	-118553.98606825355	-118452.07637947275	-101.90968878079576	-118452.07637947275	3.916239358868416	-96.9627243078152	1.2663426308557222	3.6806218421248458
5213000	-118563.76733934383	-118460.48611512486	-103.28122421897135	-118460.48611512486	4.106361901289961	-98.1745066712674	1.4260957055791068	3.6806218421248458
5214000	-118560.57702544633	-118458.03090428509	-102.54612116124626	-118458.03090428509	3.9359244652492618	-97.81302439931149	1.0524749198099228	3.6806218421248458
5215000	-118550.72136723879	-118446.77060360814	-103.95076363065697	-118446.77060360814	4.026859070561029	-99.02336367679362	1.2467781117384877	3.6806218421248458
5216000	-118555.01847441742	-118452.9905297654	-102.02794465201077	-118452.9905297654	3.7799932004966506	-97.04640754291238	1.3009152669735402	3.6806218421248458
5217000	-118550.05984886143	-118448.0066372579	-102.05321160353157	-118448.0066372579	4.208463630736288	-97.13702804896204	1.2355617124446814	3.6806218421248458
5218000	-118546.34033753649	-118444.4730145752	-101.86732296128915	-118444.4730145752	4.136820252875412	-96.90004160201367	1.2866595171506203	3.6806218421248458
5219000	-118552.18944244072	-118451.82847175219	-100.36097068853874	-118451.82847175219	4.005856216032296	-95.41917647470034	1.261172371713553	3.6806218421248458
5220000	-118560.08538324918	-118456.59933202062	-103.48605122856064	-118456.59933202062	4.273067355505135	-98.78164965361837	1.0237797328174176	3.6806218421248458
5221000	-118552.21977285326	-118453.85495391533	-98.36481893793483	-118453.85495391533	3.7761679263581773	-93.37429295366644	1.3099041421435307	3.6806218421248458
5222000	-118547.37363214458	-118445.45078882764	-101.92284331693719	-118445.45078882764	4.069336445023665	-96.91243184109614	1.3297896337162007	3.6806218421248458
5223000	-118548.42591901454	-118449.83640086405	-98.58951815049117	-118449.83640086405	3.897779420811035	-93.7086224229778	1.2002738853885282	3.6806218421248458
5224000	-118556.7850531061	-118456.35707249888	-100.42798060721924	-118456.35707249888	4.083501363618174	-95.63603221382162	1.1113265512727728	3.6806218421248458
5225000	-118558.27565175551	-118457.41958610376	-100.85606565175354	-118457.41958610376	3.9450825208565	-95.65728902350264	1.364360870451406	3.834415757799493
5226000	-118548.98273196764	-118446.92138868777	-102.06134327987226	-118446.92138868777	4.084151122958145	-97.21606793785128	1.0108595842214962	3.834415757799493
5227000	-118550.18514969645	-118444.27235108684	-105.91279860962092	-118444.27235108684	3.956467980437446	-101.0837665402602	0.9946163115612283	3.834415757799493
5228000	-118545.22018171479	-118446.14830356986	-99.071878144919	-118446.14830356986	3.972112376862104	-94.03090609030531	1.2164610489764616	3.8245110056372282
5229000	-118558.2061390544	-118456.0612584678	-102.1448805865943	-118456.0612584678	3.8661781035030756	-96.73953849015088	1.5808310908061889	3.8245110056372282
